"user_supplied_name","submitted_name","data_source_id","data_source_title","gni_uuid","matched_name","classification_path","classification_path_ranks","classification_path_ids","taxon_id","edit_distance","imported_at","match_type","match_value","prescore","score","superkingdom","kingdom","phylum","class","order","family","genus","species"
"Simulium tuberosum complex","Simulium tuberosum complex",4,"National Center for Biotechnology Information","b1b5b0f1-e49c-5385-8b8c-467657234bea","Simulium tuberosum complex sp. JWDCB250-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Simulium||Simulium tuberosum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species group|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47389|47405|2340435","2340435",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium tuberosum complex"
"Simulium tuberosum complex","Simulium tuberosum complex",4,"National Center for Biotechnology Information","6dd1fedf-7608-57a3-833a-09b6ad178bd6","Simulium tuberosum complex sp. JWDCC557-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Simulium||Simulium tuberosum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species group|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47389|47405|2340436","2340436",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium tuberosum complex"
"Simulium tuberosum complex","Simulium tuberosum complex",4,"National Center for Biotechnology Information","e2d34960-aaed-58d1-94b2-f4cb6a2acd1f","Simulium tuberosum complex sp. JWDCF819-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Simulium||Simulium tuberosum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species group|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47389|47405|2340437","2340437",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium tuberosum complex"
"Simulium vittatum","Simulium vittatum",4,"National Center for Biotechnology Information","1a1b5e8f-786f-5128-9f16-0b56b25e7257","Simulium vittatum","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Psilozia|Simulium vittatum","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47384|7192","7192",0,"2024-01-09T22:05:20Z","1","Exact string match","3|0|0",0.988,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium vittatum"
"Simulium vittatum complex","Simulium vittatum complex",4,"National Center for Biotechnology Information","36a76379-2e38-5515-b0d6-488b221d6cda","Simulium vittatum complex sp. BOLD-2016","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Psilozia|Simulium vittatum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47384|1890527","1890527",0,"2024-01-09T23:15:40Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium vittatum complex"
"Simulium vittatum complex","Simulium vittatum complex",4,"National Center for Biotechnology Information","61470cde-a7c6-5ce4-91b2-64ba98548ed8","Simulium vittatum complex sp. JWDCB254-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Psilozia|Simulium vittatum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47384|2340650","2340650",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium vittatum complex"
"Simulium vittatum complex","Simulium vittatum complex",4,"National Center for Biotechnology Information","f086c87d-0c49-558e-b419-5b7245353912","Simulium vittatum complex sp. JWDCB261-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Psilozia|Simulium vittatum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47384|2340651","2340651",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium vittatum complex"
"Simulium vittatum complex","Simulium vittatum complex",4,"National Center for Biotechnology Information","425b089f-e894-5469-8337-8ce3d262635d","Simulium vittatum complex sp. JWDCE771-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Psilozia|Simulium vittatum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47384|2340652","2340652",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium vittatum complex"
"Simulium vittatum complex","Simulium vittatum complex",4,"National Center for Biotechnology Information","197aebd9-5401-5789-aba3-0f76c4705d4f","Simulium vittatum complex sp. JWDCE772-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Psilozia|Simulium vittatum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47384|2340653","2340653",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium vittatum complex"
"Simulium vittatum complex","Simulium vittatum complex",4,"National Center for Biotechnology Information","bbda4a09-a3c4-5287-b442-64580e9e4244","Simulium vittatum complex sp. JWDCE790-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Psilozia|Simulium vittatum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47384|2340654","2340654",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium vittatum complex"
"Simulium vittatum complex","Simulium vittatum complex",4,"National Center for Biotechnology Information","ca82f3a9-4512-54ce-88ef-5dbae44fb2af","Simulium vittatum complex sp. JWDCF554-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Psilozia|Simulium vittatum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47384|2340655","2340655",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium vittatum complex"
"Simulium vittatum complex","Simulium vittatum complex",4,"National Center for Biotechnology Information","8ee86dca-5652-5a3c-aaec-2c3945159ea6","Simulium vittatum complex sp. JWDCF638-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Psilozia|Simulium vittatum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47384|2340656","2340656",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium vittatum complex"
"Simulium vittatum complex","Simulium vittatum complex",4,"National Center for Biotechnology Information","85b781ba-3568-5500-bc82-3c4218636d35","Simulium vittatum complex sp. JWDCF647-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Psilozia|Simulium vittatum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47384|2340657","2340657",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium vittatum complex"
"Simulium vittatum complex","Simulium vittatum complex",4,"National Center for Biotechnology Information","c2583f17-96c7-5f22-94fb-53e4c26bcc53","Simulium vittatum complex sp. JWDCF810-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Psilozia|Simulium vittatum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47384|2340658","2340658",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium vittatum complex"
"Simulium vittatum complex","Simulium vittatum complex",4,"National Center for Biotechnology Information","6fab1ec2-9d7c-547f-9d1b-04cf4d903984","Simulium vittatum complex sp. JWDCF814-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Psilozia|Simulium vittatum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47384|2340659","2340659",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium vittatum complex"
"Simulium vittatum complex","Simulium vittatum complex",4,"National Center for Biotechnology Information","9c8a969f-7abf-57d4-b287-f7d6b53b10d3","Simulium vittatum complex sp. JWDCF815-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Psilozia|Simulium vittatum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47384|2340660","2340660",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium vittatum complex"
"Simulium vittatum complex","Simulium vittatum complex",4,"National Center for Biotechnology Information","d9cac3cb-c84c-546e-a4c2-65885e3bbcde","Simulium vittatum complex sp. JWDCF823-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Psilozia|Simulium vittatum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47384|2340661","2340661",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium vittatum complex"
"Simulium vittatum complex","Simulium vittatum complex",4,"National Center for Biotechnology Information","1c4af61f-0342-5de9-8822-14264f250ef7","Simulium vittatum complex sp. JWDCF824-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Psilozia|Simulium vittatum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47384|2340662","2340662",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium vittatum complex"
"Simulium vittatum complex","Simulium vittatum complex",4,"National Center for Biotechnology Information","484dd09c-fe14-58f5-972b-39339017a60f","Simulium vittatum complex sp. JWDCF825-10","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Nematocera|Culicomorpha|Chironomoidea|Simuliidae|Simuliinae|Simuliini|Simulium|Psilozia|Simulium vittatum complex","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|genus|subgenus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7148|43786|41828|7190|43813|44570|7191|47384|2340663","2340663",0,"2024-01-09T23:33:12Z","2","Exact match by canonical form","7|0|0",0.999,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Simuliidae","Simulium","Simulium vittatum complex"
